Age,Income,Experience,Score,Purchase
40,30523,20,17,0
41,65530,5,87,1
25,148053,23,25,0
58,33769,30,54,0
23,83042,18,16,0
22,132035,37,24,0
61,64645,11,95,1
46,110743,13,75,1
45,82142,11,23,0
28,120760,14,41,0
18,45557,18,86,0
60,123727,27,33,0
36,99782,39,42,0
26,98382,4,48,0
44,57085,4,18,0
51,70708,5,63,1
61,71357,22,78,1
21,130939,2,92,1
53,33470,36,11,0
35,98712,32,24,0
32,138643,20,61,1
30,127417,19,64,1
36,99082,0,36,0
23,26805,38,83,0
29,102324,16,77,1
54,148256,28,97,1
34,114884,7,53,1
40,82028,25,83,1
43,70772,27,47,0
46,149581,33,52,1
50,72104,25,96,1
44,93616,12,79,1
42,121422,36,57,1
27,109300,12,75,1
64,149502,37,23,0
40,26630,24,59,0
38,144474,22,69,1
38,118869,21,56,1
60,35701,20,86,0
30,34859,29,42,0
54,41183,10,18,0
50,60438,3,71,1
41,117285,32,33,0
61,137556,11,3,0
28,117423,8,28,0
34,143737,31,1,0
21,62244,10,63,1
64,94312,36,47,0
42,35021,23,37,0
47,89863,6,86,1
26,75565,7,48,0
38,68043,32,19,0
37,93150,24,14,0
36,84361,0,67,1
36,21245,2,83,0
29,61011,39,97,1
54,30355,27,85,0
59,118841,32,65,1
34,68692,0,26,0
54,69004,37,10,0
56,135228,26,99,1
45,49714,37,77,0
58,37198,34,70,0
52,86951,9,43,0
64,129334,11,70,1
35,21652,9,99,0
31,63625,33,80,1
52,147394,23,72,1
61,105982,27,59,1
58,38740,21,3,0
24,23810,15,5,0
58,143743,12,85,1
30,36569,35,95,0
35,147236,35,78,1
54,119855,22,83,1
30,99120,13,37,0
53,46783,31,84,0
48,141701,2,52,1
19,119065,26,66,1
33,98047,18,63,1
26,29471,21,7,0
26,130771,0,97,1
55,26163,4,53,0
28,83087,32,6,0
39,82071,18,7,0
50,36065,35,44,0
53,142323,5,18,0
62,130190,14,54,1
40,137969,35,29,0
62,103456,32,83,1
62,124505,23,25,0
51,137852,26,63,1
26,68348,10,68,1
41,39154,22,13,0
25,144843,32,32,0
24,125703,28,27,0
53,40229,30,51,0
35,72587,0,34,0
20,139398,33,28,0
45,69713,17,73,1
23,46997,17,72,0
61,41101,5,85,0
61,60391,39,30,0
38,95863,0,93,1
45,92723,29,9,0
57,115221,3,13,0
18,79405,31,82,1
53,54948,9,64,0
38,120264,4,38,0
60,73031,8,22,0
52,57921,4,31,0
30,92571,10,99,1
27,97007,34,42,0
61,48460,26,62,0
64,137958,3,64,1
27,41071,9,74,0
63,86118,38,9,0
30,68282,32,95,1
54,111725,37,44,0
55,78445,7,63,1
41,101067,23,40,0
19,102208,38,88,1
39,74816,32,41,0
34,126283,18,72,1
53,105779,1,50,0
31,23060,10,20,0
27,145806,34,81,1
52,33731,16,92,0
42,97830,2,70,1
20,135871,21,42,0
64,40719,34,33,0
55,67042,20,92,1
34,136134,24,63,1
29,69116,38,57,1
41,141367,1,65,1
46,46325,0,52,0
60,42597,6,99,0
42,87439,19,88,1
53,34551,5,6,0
43,113287,35,7,0
55,44278,20,9,0
18,111189,34,61,1
37,35141,35,80,0
45,87913,7,34,0
33,53615,3,35,0
64,142058,15,99,1
34,82751,2,20,0
57,132684,6,58,1
45,47452,1,87,0
29,42725,0,60,0
44,70391,0,54,1
59,140288,37,35,0
64,95060,6,47,0
47,133535,23,46,0
58,31698,4,87,0
51,128875,20,4,0
54,106711,27,10,0
23,97850,17,75,1
24,129733,23,40,0
49,22365,31,55,0
49,117553,32,73,1
42,117662,9,40,0
50,63372,8,76,1
24,64134,32,81,1
29,57823,32,96,0
33,91158,6,23,0
33,116076,3,15,0
60,135060,27,92,1
53,126087,22,5,0
30,21949,31,40,0
24,69396,15,18,0
53,128336,9,21,0
64,51912,13,79,0
26,76947,38,3,0
49,140460,35,46,0
28,117697,33,90,1
25,64387,23,79,1
50,83965,17,53,1
40,36508,15,20,0
42,65592,36,59,1
25,129249,24,21,0
62,21919,7,90,0
39,62595,23,87,1
21,29617,19,51,0
57,95268,29,25,0
20,53298,19,68,0
46,126153,17,10,0
58,26929,3,86,0
46,122653,35,67,1
51,34456,5,83,0
51,129599,2,95,1
45,106676,17,9,0
30,103721,39,29,0
32,57924,17,37,0
40,44240,22,71,0
61,107381,34,38,0
43,29228,5,88,0
21,41686,25,72,0
43,31920,20,98,0
57,27432,23,59,0
26,83575,14,57,1
22,130507,26,90,1
49,91725,31,60,1
37,113575,11,28,0
28,53910,4,28,0
32,141764,6,46,0
49,50226,21,71,0
45,93150,26,67,1
39,79099,14,86,1
58,132557,38,55,1
34,106760,34,38,0
43,38013,25,18,0
61,41446,22,76,0
24,135450,12,95,1
59,125209,25,63,1
43,123193,2,5,0
42,90375,28,44,0
27,82509,1,29,0
62,122261,27,14,0
36,115739,22,58,1
28,20557,35,44,0
30,50666,5,18,0
25,57389,10,7,0
57,67700,37,87,1
21,119143,33,97,1
64,44578,16,62,0
48,94779,2,45,0
45,29596,33,16,0
28,77500,21,64,1
60,92534,28,37,0
18,30129,28,25,0
64,83394,4,9,0
55,86046,9,55,1
41,31596,9,28,0
64,85355,8,9,0
48,32974,20,12,0
58,86673,12,18,0
63,132004,9,91,1
43,140294,37,90,1
22,146794,10,56,1
37,113433,3,90,1
58,90202,30,74,1
28,94442,33,58,1
50,41818,34,81,0
55,63246,38,51,1
44,75598,38,32,0
51,22654,32,88,0
32,53758,7,48,0
49,44204,31,8,0
38,147309,32,30,0
63,54928,7,26,0
22,140428,13,24,0
23,73609,33,27,0
55,50552,7,79,0
39,133440,6,92,1
35,30336,12,75,0
31,67037,20,39,0
27,36206,31,66,0
63,54831,10,51,0
30,63563,13,73,1
48,38361,10,50,0
47,61335,1,45,0
20,94469,33,87,1
47,147365,16,33,0
23,137355,13,19,0
46,45816,24,13,0
25,146350,26,78,1
61,35619,7,96,0
62,123223,16,22,0
60,112479,4,20,0
61,46819,11,97,0
50,31741,37,5,0
34,143297,17,84,1
28,142330,25,78,1
30,28798,30,91,0
28,45143,36,90,0
48,69695,5,32,0
45,52747,14,30,0
61,132870,25,91,1
23,119187,11,26,0
58,149544,13,82,1
33,41182,0,87,0
21,142728,16,88,1
52,29415,32,4,0
43,31085,28,67,0
29,35008,30,43,0
28,107638,7,30,0
54,38452,29,16,0
42,142166,12,71,1
35,84075,15,39,0
36,28120,1,86,0
40,84385,17,41,0
55,93356,34,31,0
35,130205,18,49,0
43,38170,12,13,0
23,36259,3,41,0
21,42099,18,93,0
61,29649,24,28,0
46,149394,37,64,1
51,115791,30,19,0
34,79258,35,87,1
60,61037,3,72,1
60,31805,38,25,0
33,135996,6,38,0
19,143527,15,99,1
51,63147,4,90,1
25,94280,22,3,0
30,66053,35,2,0
59,126777,31,5,0
25,117841,23,61,1
47,111393,24,20,0
49,144726,27,76,1
53,148359,18,38,0
64,96215,6,80,1
47,132909,16,36,0
18,115365,1,46,0
60,30985,15,93,0
56,113823,38,99,1
34,32391,17,37,0
37,24861,38,54,0
41,83582,0,21,0
39,71928,2,21,0
46,54364,20,92,0
39,102399,29,70,1
61,117035,10,84,1
26,138000,21,60,1
54,140844,24,36,0
27,113330,2,77,1
53,62923,29,11,0
54,27919,23,88,0
45,75896,35,83,1
45,128638,22,87,1
59,105818,7,31,0
60,67396,3,37,0
38,54840,38,60,0
41,62255,30,61,1
59,91160,28,67,1
57,148165,35,98,1
19,119242,12,29,0
25,28176,8,67,0
44,53529,20,79,0
39,76406,2,71,1
54,32941,24,67,0
44,21669,24,16,0
46,125432,11,45,0
20,105782,28,34,0
61,137373,10,84,1
30,64859,10,44,0
62,75786,25,97,1
27,71083,13,78,1
53,60076,15,42,0
26,40323,9,35,0
44,119430,30,75,1
51,146177,30,84,1
18,26021,35,30,0
49,147550,9,53,1
42,124741,25,58,1
46,59807,19,28,0
24,148305,8,15,0
20,140061,14,38,0
37,70355,8,50,0
37,122439,6,13,0
47,133415,25,35,0
52,64732,23,24,0
52,28711,11,65,0
56,83079,19,88,1
44,27904,13,91,0
43,84033,21,18,0
31,120587,15,58,1
34,106478,28,26,0
35,140035,31,29,0
62,109787,18,72,1
46,75096,34,44,0
37,110594,31,90,1
44,120781,19,5,0
35,23093,39,33,0
21,44918,19,5,0
18,92743,7,36,0
18,82636,34,77,1
43,78806,12,81,1
62,29394,5,13,0
37,144501,15,25,0
40,149156,4,58,1
27,112510,33,2,0
28,113708,5,88,1
58,117819,32,36,0
58,133145,14,25,0
22,124531,14,34,0
18,33280,13,12,0
34,56303,38,19,0
39,47453,4,94,0
51,141692,25,37,0
62,128886,16,1,0
58,80695,15,60,1
46,88449,34,67,1
21,45765,37,49,0
22,22340,22,90,0
28,146460,12,79,1
38,111715,32,46,0
52,113409,28,48,0
29,58057,33,92,0
43,20597,33,68,0
36,77988,26,19,0
62,114655,14,88,1
24,35025,8,40,0
64,27145,25,6,0
24,121206,2,80,1
43,75797,35,96,1
57,61723,4,94,1
22,93230,19,63,1
38,24830,19,35,0
31,43930,4,72,0
21,43752,9,61,0
40,128138,15,5,0
59,96025,24,37,0
37,118228,24,76,1
32,101304,29,89,1
62,82040,13,97,1
46,128668,21,88,1
25,87696,27,11,0
58,131572,29,99,1
36,84648,18,40,0
56,75030,37,65,1
63,76815,19,8,0
45,105669,34,87,1
63,132789,21,84,1
44,55690,14,96,0
21,108406,10,11,0
32,110032,33,71,1
52,77923,23,58,1
54,56572,5,94,0
18,74030,16,48,0
20,87904,27,13,0
64,133461,30,60,1
41,126397,35,49,0
44,122236,8,67,1
57,49203,9,7,0
53,97088,20,77,1
51,25608,33,25,0
46,141323,30,23,0
41,65667,28,51,1
41,75547,10,47,0
59,42485,32,97,0
21,127596,0,5,0
20,29862,20,96,0
51,148391,22,94,1
40,123835,8,95,1
40,95948,0,13,0
62,106890,20,42,0
22,91880,21,5,0
48,77560,3,23,0
58,135063,0,62,1
23,126191,9,1,0
54,103529,14,74,1
27,114218,35,91,1
57,134462,28,54,1
24,48415,4,72,0
56,84523,28,3,0
55,39323,26,83,0
38,73214,24,64,1
37,37997,15,51,0
20,141266,15,2,0
39,77003,35,49,0
64,23679,24,31,0
21,115025,0,74,1
45,60308,4,80,1
29,95024,19,84,1
55,59842,4,3,0
53,85408,35,35,0
64,89532,28,98,1
58,73938,33,85,1
22,25695,17,36,0
30,115740,1,64,1
40,78499,15,32,0
47,43382,28,18,0
54,34235,32,34,0
42,82223,15,56,1
44,22366,34,67,0
31,47467,16,53,0
64,79316,3,67,1
53,132468,3,91,1
56,26764,24,66,0
33,110896,32,64,1
39,133831,13,67,1
38,81836,23,81,1
38,51923,10,39,0
25,143961,24,38,0
33,115711,27,40,0
48,36292,6,19,0
59,144913,35,83,1
27,21614,9,5,0
49,40939,35,69,0
51,132700,30,14,0
26,38800,18,91,0
34,76440,17,49,0
28,43246,5,64,0
49,147521,27,57,1
27,72805,6,35,0
39,141327,37,85,1
34,69648,11,5,0
21,135192,33,88,1
64,76851,24,39,0
42,51688,16,24,0
38,113498,32,40,0
54,49764,22,50,0
55,52470,8,77,0
18,145088,5,58,1
42,58501,1,1,0
53,77207,37,43,0
34,82157,8,39,0
58,23216,2,10,0
41,42072,15,2,0
19,113778,24,63,1
57,144288,23,16,0
32,57132,28,37,0
49,130573,39,16,0
56,140730,25,87,1
23,37861,37,90,0
18,84186,34,80,1
64,132133,22,27,0
40,24960,3,63,0
56,38781,13,94,0
34,126605,38,64,1
51,146434,6,97,1
58,51126,7,32,0
46,127145,18,9,0
26,42578,1,11,0
30,142258,0,70,1
23,126034,37,30,0
23,37883,12,15,0
37,49782,23,59,0
20,76387,31,48,0
34,36979,29,94,0
29,53746,5,82,0
64,86266,37,76,1
62,20056,32,60,0
18,51457,22,68,0
34,22243,9,57,0
20,75031,14,64,1
43,21701,22,54,0
32,76381,35,80,1
53,70438,0,87,1
49,93839,7,75,1
49,100636,2,54,1
21,131302,13,59,1
35,127697,16,88,1
36,86483,33,86,1
60,40505,5,39,0
52,26553,4,15,0
57,53525,39,79,0
31,100402,28,74,1
50,116008,34,28,0
31,64348,17,36,0
51,91187,39,54,1
21,27273,29,17,0
41,84236,14,86,1
46,95569,14,87,1
36,23535,15,93,0
23,38677,32,22,0
50,103024,9,75,1
57,127157,18,36,0
36,20908,36,29,0
18,141227,2,55,1
22,90153,35,42,0
44,128352,3,32,0
33,115967,10,14,0
23,108989,32,18,0
57,55079,27,38,0
30,101556,31,34,0
52,135477,15,45,0
36,131889,8,87,1
29,132321,10,32,0
33,69323,5,67,1
60,65320,26,63,1
27,112098,11,55,1
42,109909,21,43,0
37,66105,39,22,0
48,50164,36,87,0
21,21885,20,68,0
61,77819,32,77,1
40,149379,16,96,1
19,21049,28,29,0
39,73281,39,40,0
54,63271,9,45,0
25,86697,17,10,0
24,86351,12,77,1
31,56534,26,45,0
20,113034,9,17,0
33,78097,31,2,0
36,73813,2,17,0
35,45037,21,90,0
33,56007,26,38,0
25,99478,2,37,0
50,47278,32,63,0
29,28272,1,5,0
28,137492,10,25,0
22,148913,9,73,1
44,77183,38,92,1
29,119173,32,22,0
34,58294,6,93,0
23,93277,14,63,1
50,82509,25,35,0
22,24694,10,55,0
45,115842,37,20,0
31,78150,26,5,0
22,87470,38,39,0
50,41556,6,63,0
58,84471,0,32,0
36,69855,9,63,1
39,69086,20,74,1
22,38907,14,40,0
19,137327,29,17,0
47,91695,29,79,1
64,68487,7,73,1
56,49158,23,32,0
21,40293,18,23,0
50,65761,2,75,1
30,132117,14,60,1
37,119468,35,77,1
24,53387,5,82,0
32,60750,17,56,1
40,88602,37,9,0
31,41256,18,69,0
40,126942,29,62,1
36,120641,12,64,1
46,143088,38,22,0
37,25594,11,32,0
46,22460,33,47,0
41,92356,11,2,0
35,74698,23,85,1
27,148853,3,92,1
58,121746,35,52,1
25,36191,13,88,0
43,104631,16,88,1
46,134630,2,14,0
27,30529,37,37,0
34,52175,22,27,0
19,37675,12,24,0
23,63158,8,64,1
22,66798,20,70,1
45,90910,7,26,0
58,45976,16,54,0
22,83116,15,15,0
35,98678,15,29,0
43,82821,27,74,1
37,137343,15,28,0
58,32204,13,59,0
44,75665,37,73,1
29,27394,19,21,0
24,135392,33,10,0
20,84814,28,4,0
27,53593,2,62,0
51,61964,9,4,0
42,97188,19,6,0
52,135064,1,90,1
33,119276,26,80,1
19,73365,31,72,1
41,129572,9,92,1
27,20443,39,16,0
55,109439,16,38,0
39,119058,32,49,0
43,48180,5,61,0
60,68791,38,65,1
56,106655,17,83,1
44,95899,8,50,0
46,63665,7,17,0
64,123700,24,28,0
55,117077,30,44,0
37,23465,3,12,0
44,88247,19,70,1
58,71559,27,71,1
37,45198,39,72,0
61,74740,0,3,0
36,42488,39,49,0
37,58515,22,21,0
52,136411,12,8,0
64,109144,15,64,1
19,47898,25,92,0
47,21919,30,59,0
51,70070,0,30,0
39,82613,16,32,0
20,116707,15,75,1
23,131777,36,20,0
32,106135,9,16,0
44,102501,37,25,0
27,67003,30,60,1
26,68478,9,45,0
50,34434,33,9,0
49,66246,5,51,1
23,56649,27,61,0
58,79030,27,40,0
53,73061,12,61,1
19,21999,11,67,0
46,34849,39,80,0
21,96439,1,76,1
18,135088,7,15,0
36,133004,8,53,1
43,72800,7,4,0
42,25445,2,23,0
27,120932,8,27,0
32,38040,12,37,0
39,135308,8,77,1
38,84315,30,43,0
39,20246,24,37,0
53,51153,7,85,0
51,25212,30,29,0
47,23339,30,29,0
42,108678,16,49,0
62,76238,18,75,1
45,39394,2,51,0
18,73871,29,50,0
62,120672,9,28,0
21,97722,28,74,1
24,54607,39,5,0
26,72055,17,56,1
53,124509,11,64,1
36,24395,22,89,0
18,147378,10,97,1
27,35290,8,17,0
53,107687,23,97,1
26,85078,24,89,1
62,23691,24,97,0
63,27470,8,55,0
59,23841,11,9,0
49,122652,10,91,1
49,83197,37,89,1
23,75773,27,68,1
55,37776,7,73,0
34,146630,9,79,1
27,91596,24,16,0
44,138943,35,16,0
52,47584,8,13,0
38,133829,7,78,1
42,24300,2,86,0
45,23338,17,85,0
64,82601,34,73,1
32,25487,16,63,0
21,56282,35,41,0
46,115065,27,53,1
26,135447,14,68,1
44,115798,18,74,1
43,145648,21,99,1
36,96816,5,9,0
45,128611,6,51,1
34,48804,8,48,0
60,29915,19,80,0
58,31158,36,49,0
59,94157,10,18,0
37,30547,1,10,0
62,108713,21,85,1
57,131789,35,54,1
56,22459,4,79,0
40,48768,6,15,0
64,83146,5,11,0
49,123577,21,40,0
64,70870,9,47,0
50,127761,39,20,0
63,123727,19,98,1
22,70460,27,22,0
60,102970,22,48,0
51,80817,34,82,1
57,58247,0,16,0
28,35419,28,5,0
20,120553,8,65,1
50,55577,8,83,0
28,22921,21,74,0
33,24676,1,21,0
35,105961,15,61,1
47,120721,39,77,1
27,69684,5,55,1
35,33463,12,24,0
55,148101,32,23,0
36,45474,18,87,0
53,60935,14,11,0
30,145534,32,47,0
63,87005,9,2,0
20,145800,0,70,1
27,78596,11,53,1
55,92828,28,11,0
18,143649,16,15,0
44,110945,3,73,1
63,109062,28,12,0
25,75152,6,36,0
63,109001,12,92,1
59,116491,4,23,0
34,112321,5,27,0
26,106569,33,88,1
23,92467,6,14,0
60,72576,27,54,1
42,86627,9,99,1
56,45772,3,27,0
45,36363,2,21,0
50,48490,24,49,0
54,79004,22,62,1
26,142537,26,77,1
35,73806,13,72,1
38,20260,37,44,0
19,95992,31,44,0
60,42320,22,98,0
55,98971,39,61,1
57,147780,36,42,0
53,62145,2,23,0
60,83688,34,73,1
54,68581,12,1,0
32,112561,33,36,0
45,113645,23,55,1
35,40754,0,16,0
51,89837,11,89,1
39,27207,7,18,0
28,47920,18,98,0
30,107739,8,38,0
21,143746,27,67,1
39,134780,13,20,0
24,107081,26,19,0
60,44016,17,13,0
41,116634,5,17,0
21,80522,32,78,1
45,144231,36,30,0
32,140896,24,86,1
18,94092,12,43,0
20,74068,22,48,0
31,132099,35,43,0
55,40102,32,93,0
18,124429,20,66,1
55,21924,33,53,0
55,105015,35,72,1
38,124987,16,78,1
46,74333,9,34,0
22,104458,22,77,1
27,144176,1,74,1
45,104196,34,72,1
38,66099,13,71,1
24,77346,1,13,0
20,146372,18,90,1
62,95481,15,56,1
64,70062,24,59,1
37,20306,0,32,0
36,108495,1,83,1
52,89767,26,79,1
21,124332,1,54,1
22,32207,29,2,0
18,59426,9,37,0
21,26336,18,83,0
29,132200,15,97,1
44,95166,12,33,0
59,37256,7,1,0
40,119445,30,28,0
42,69817,24,17,0
38,126704,38,57,1
41,53719,20,70,0
42,62017,37,52,1
62,65704,28,44,0
63,50013,5,84,0
49,99991,17,47,0
49,90258,34,13,0
22,98348,26,76,1
53,115812,4,30,0
63,56776,6,85,0
59,30060,9,66,0
59,98592,9,53,1
56,26655,27,18,0
33,108110,35,28,0
50,69923,9,4,0
38,98563,34,42,0
26,24030,34,6,0
23,109779,36,9,0
62,53289,19,20,0
52,39739,12,94,0
56,119704,10,38,0
39,149157,18,68,1
58,130234,27,50,0
22,81687,37,60,1
59,56491,3,13,0
40,115549,36,99,1
34,92115,18,94,1
29,137935,36,42,0
40,103778,13,68,1
33,24781,30,25,0
20,40448,27,31,0
47,131177,35,12,0
39,71550,37,64,1
26,69294,18,79,1
46,41446,0,61,0
64,96579,22,53,1
54,105389,27,26,0
40,134679,3,61,1
30,105615,17,10,0
49,37101,38,12,0
63,86178,24,22,0
64,48016,17,53,0
40,38932,5,21,0
62,64653,18,35,0
34,110481,11,71,1
57,72802,24,82,1
38,27549,34,27,0
19,98933,0,60,1
54,45362,4,99,0
23,67842,0,47,0
61,66539,7,66,1
35,53717,38,96,0
47,74596,17,15,0
39,135209,8,24,0
50,43016,4,84,0
47,75200,3,10,0
34,100268,28,88,1
60,80287,0,24,0
49,135042,29,88,1
59,147922,0,57,1
31,112447,2,34,0
27,103402,21,41,0
64,62607,7,40,0
53,47621,17,11,0
51,32823,24,90,0
26,49986,19,1,0
59,141682,30,30,0
45,84325,29,43,0
28,136903,15,82,1
31,147925,1,26,0
56,139404,16,53,1
64,77771,9,47,0
36,74973,6,9,0
32,137225,8,9,0
45,34690,16,1,0
41,59107,8,71,0
25,77888,8,44,0
60,30956,36,59,0
26,106839,23,56,1
64,76227,38,51,1
50,56533,10,16,0
50,115210,7,38,0
36,143538,24,11,0
20,76234,1,25,0
27,121131,9,93,1
57,87594,23,83,1
64,76901,15,82,1
59,31519,18,59,0
18,51115,30,29,0
46,86266,10,80,1
51,21832,5,40,0
30,61368,5,8,0
18,108425,31,98,1
51,133922,38,6,0
46,125474,12,45,0
64,89715,2,53,1
30,91835,34,94,1
46,93366,37,98,1
56,129743,16,21,0
41,57570,2,57,0
43,107977,33,76,1
34,26615,11,6,0
24,92298,23,63,1
30,58311,5,6,0
22,110245,10,53,1
43,123187,26,4,0
20,43434,23,9,0
24,106879,17,69,1
56,35739,26,74,0
18,86202,20,72,1
34,118580,33,87,1
60,113419,32,4,0
42,99599,17,58,1
20,53649,2,37,0
32,120364,23,71,1
46,67445,0,6,0
60,136770,5,51,1
49,59470,18,79,0
43,94965,21,99,1
33,145332,7,50,0
42,68621,4,96,1
45,149681,8,14,0
26,52926,20,99,0
18,149979,27,11,0
46,134300,3,10,0
39,57997,23,61,0
33,79940,7,81,1
58,60724,16,13,0
61,117805,33,34,0
58,51704,19,60,0
24,142202,15,51,1
31,48391,9,5,0
46,83291,33,74,1
36,109723,9,32,0
36,130870,29,12,0
19,22526,29,52,0
58,44686,24,13,0
62,93339,6,85,1
32,118204,19,54,1
20,26574,16,97,0
28,28733,2,54,0
63,70290,39,41,0
47,92793,35,48,0
57,56051,25,51,0
35,35909,9,47,0
19,109682,33,50,0
49,97338,13,96,1
25,93432,7,76,1
39,147335,26,46,0
23,48133,9,99,0
29,71571,14,38,0
64,99062,36,92,1
57,70908,21,13,0
53,31278,30,76,0
32,131546,1,22,0
45,71458,30,2,0
62,84265,13,93,1
35,76782,9,77,1
19,75415,29,99,1
30,111087,35,13,0
62,74160,39,57,1
32,74399,14,34,0
37,45298,13,19,0
46,120874,30,9,0
59,42191,28,95,0
46,76964,26,33,0
20,53092,20,27,0
36,109407,8,45,0
20,95257,19,2,0
31,123949,34,79,1
57,82513,14,83,1
21,71097,23,57,1
28,50279,15,95,0
48,34404,35,57,0
60,90022,10,16,0
49,55198,7,79,0
44,114223,2,6,0
47,138198,18,14,0
60,69997,2,27,0
19,98692,35,38,0
26,20567,24,19,0
45,81032,35,37,0
48,22179,10,4,0
51,22019,15,58,0
32,101455,16,90,1
42,105239,23,9,0
53,38704,16,40,0
25,38030,19,15,0
26,146883,21,4,0
54,89445,5,90,1
62,93551,6,52,1
56,23420,13,18,0
49,79875,10,53,1
34,67653,11,59,1
52,36740,4,99,0
54,85263,4,54,1
36,125789,19,41,0
61,115864,14,60,1
46,84559,25,93,1
24,39465,32,88,0
45,71432,29,4,0
26,24131,23,85,0
45,30652,22,39,0
23,84973,8,7,0
46,107043,2,23,0
34,67147,35,85,1
33,67671,6,63,1
40,134217,21,65,1
48,109342,13,41,0
20,39171,28,89,0
38,106129,15,95,1
43,148748,33,44,0
53,75692,9,45,0
59,78541,6,69,1
54,29470,24,95,0
39,135153,26,51,1
59,81344,14,65,1
29,64308,31,54,1
59,70639,27,56,1
30,41326,8,94,0
28,24597,6,82,0
33,122840,15,72,1
25,50788,25,90,0
57,85020,34,40,0
57,69477,16,58,1
62,128261,22,15,0
19,122466,7,19,0
47,53071,1,10,0
47,90603,30,88,1
29,81923,31,16,0
27,90560,28,43,0
61,93251,2,31,0
28,144320,7,16,0
32,77492,1,80,1
33,51770,30,28,0
34,96762,36,62,1
43,55399,19,20,0
19,141079,28,35,0
29,98948,16,59,1
43,133341,9,9,0
40,77439,21,10,0
35,64415,5,45,0
49,32569,33,82,0
55,22369,30,15,0
64,129963,11,30,0
20,117557,11,48,0
55,20528,15,96,0
20,128806,24,40,0
47,50314,21,91,0
18,122979,26,91,1
47,38047,23,83,0
62,39748,11,74,0
49,55109,17,44,0
45,33919,15,46,0
38,67498,3,6,0
63,75808,11,24,0
30,100792,32,73,1
44,90441,21,91,1
53,133843,17,7,0
24,133559,32,6,0
39,94420,26,33,0
27,48906,18,85,0
56,127447,13,38,0
32,91486,24,44,0
32,86896,33,17,0
21,123431,23,31,0
49,41946,37,37,0
40,67020,22,11,0
23,94266,4,92,1
41,143699,35,5,0
37,42161,23,64,0
54,47738,35,76,0
37,23925,4,3,0
29,28463,38,56,0
50,77153,5,63,1
45,102948,35,38,0
25,81009,3,54,1
18,107938,9,2,0
54,119546,0,90,1
39,111253,20,2,0
23,61552,39,12,0
38,76271,38,40,0
49,29797,36,2,0
52,106130,2,80,1
32,91942,30,94,1
22,138065,26,57,1
63,33965,16,47,0
23,33733,22,36,0
42,73223,12,4,0
63,147182,26,75,1
57,146574,19,24,0
46,46926,12,82,0
24,48783,23,91,0
57,103360,2,62,1
30,56394,9,2,0
55,128378,0,15,0
35,84796,12,75,1
19,48287,13,91,0
25,102104,32,49,0
28,50436,1,87,0
50,106916,1,35,0
55,110332,38,94,1
44,93567,30,47,0
37,107483,3,24,0
29,23188,33,83,0
60,111205,18,60,1
48,121249,36,93,1
44,117349,8,77,1
49,26765,23,48,0
27,71626,12,23,0
20,108707,29,12,0
62,30807,18,41,0
44,30204,9,29,0
52,112602,13,70,1
48,77944,39,51,1
32,62120,19,23,0
33,122903,3,31,0
30,42658,37,21,0
52,57081,38,24,0
28,145615,4,72,1
38,54986,31,9,0
28,99322,5,22,0
47,114819,13,4,0
52,70304,5,77,1
39,85592,13,98,1
55,78548,11,3,0
48,130837,26,28,0
31,118447,25,90,1
41,59986,11,98,0
49,94095,7,15,0
53,111594,9,8,0
49,108281,15,48,0
32,86151,25,99,1
60,93598,7,88,1
52,48214,28,52,0
20,129824,19,55,1
33,58745,16,37,0
22,129723,18,4,0
38,62548,16,55,1
27,30681,38,12,0
36,26984,0,19,0
42,47579,28,79,0
21,110810,13,57,1
46,123275,16,94,1
36,74933,12,37,0
60,47399,28,76,0
19,51481,33,83,0
27,20944,26,98,0
60,113993,32,7,0
42,29114,28,92,0
37,59846,36,55,0
36,103666,38,28,0
40,97848,18,93,1
41,145733,23,37,0
28,52596,13,84,0
63,124087,36,61,1
51,95287,4,75,1
45,26907,23,39,0
22,143963,33,23,0
22,48114,30,52,0
38,45009,29,84,0
29,104846,8,84,1
21,70241,26,11,0
59,55725,27,66,0
37,38996,25,13,0
55,26047,17,77,0
42,124553,35,41,0
31,48767,7,49,0
28,36347,17,15,0
49,122063,19,56,1
28,44102,31,54,0
35,24263,28,31,0
44,128585,17,61,1
35,87438,6,58,1
40,116359,0,87,1
28,50540,27,60,0
38,120871,32,53,1
61,95726,3,86,1
22,83769,19,61,1
40,60843,35,80,1
58,47690,30,42,0
42,22994,37,29,0
58,123533,27,84,1
27,87546,2,92,1
39,27377,5,27,0
36,98572,22,44,0
18,46467,6,93,0
24,135518,35,5,0
21,20048,0,52,0
18,56978,5,53,0
32,135866,23,52,1
57,140456,36,38,0
29,67606,35,44,0
39,101574,23,53,1
39,118112,37,2,0
64,93414,28,54,1
34,113145,36,84,1
46,69222,31,77,1
63,68115,24,90,1
31,109606,9,35,0
37,60647,34,46,0
50,74607,24,72,1
60,77410,26,92,1
32,41996,31,79,0
29,74921,11,55,1
57,103697,3,72,1
37,66022,25,11,0
47,60148,2,29,0
55,87764,16,69,1
20,111901,8,63,1
45,110724,28,47,0
43,144766,0,7,0
47,128118,17,64,1
30,28888,19,82,0
30,108666,33,64,1
19,59159,27,92,0
54,62197,34,12,0
55,104326,15,12,0
19,110360,20,36,0
53,118941,12,29,0
43,44474,34,11,0
28,37333,31,53,0
25,128400,37,70,1
